397.98,381.19,0.021736,0.20004,0.32107,0.015976,0.045993,45,0.0011509,0.062429,0.12079,0.12857,0.059733,72.954,119.52,4.7915
164.55,58.92,0.0083368,0.13817,0.19065,0.035617,0.047363,13,0.0041231,0.032886,0.066936,0.10232,0.095083,53.182,72.434,1.7789
273.63,85.615,0.029618,0.26398,0.2793,0.013645,0.041801,38,0.0038954,0.086921,0.21331,0.17088,0.066283,62.451,94.466,7.7748
371.53,291.94,0.020871,0.22737,0.51089,0.021071,0.024083,34,0.0044155,0.092406,0.2956,0.1261,0.41397,75.794,119.26,11.214
225.26,128.11,0.021497,0.14159,0.44208,0.02914,0.047328,39,0.0014219,0.10078,0.06649,0.10478,0.1817,47.158,73.514,5.7651
393.68,374.03,0.028166,0.26544,0.26018,0.012543,0.024439,24,0.0079044,0.14683,0.078012,0.18163,0.18865,131.79,177.85,7.2791
399.38,57.821,0.0052641,0.22529,0.14157,0.012734,0.040447,16,0.0055856,0.077278,0.085219,0.16406,0.059962,145.89,192.62,1.1931
121.1,109.66,0.029018,0.30112,0.33055,0.022887,0.026001,45,0.0045768,0.2692,0.27712,0.19382,0.10793,45.275,59.443,12.412
274.08,182.08,0.029605,0.091774,0.46727,0.026788,0.028691,25,0.0023187,0.034039,0.29818,0.054088,0.17586,77.42,109.49,5.5392
343.83,292.29,0.0084556,0.25892,0.1913,0.033169,0.031924,13,0.010589,0.056839,0.092354,0.19184,0.11042,93.513,133.74,3.8447
60.496,52.621,0.0061943,0.22738,0.37288,0.015054,0.031727,47,0.0025434,0.03283,0.092997,0.087909,0.21169,41.443,48.521,3.5345
349.03,61.013,0.0064041,0.26201,0.35377,0.014564,0.034402,11,0.0021104,0.085724,0.16304,0.2198,0.081853,100.4,141.24,2.2813
230.25,184.84,0.022866,0.18356,0.2099,0.010142,0.040895,19,0.0033683,0.039543,0.15389,0.15168,0.11579,99.171,126.11,3.0005
292.68,258.12,0.019451,0.23368,0.12992,0.010198,0.040768,11,0.016495,0.041166,0.066992,0.13235,0.067436,230.6,264.84,2.5483
175.27,154.38,0.025923,0.13086,0.4983,0.013102,0.042748,42,0.0015047,0.093615,0.13101,0.037272,0.3944,61.9,82.407,5.8811
352.09,231.66,0.0095052,0.097806,0.29212,0.011703,0.035445,33,0.0013263,0.059247,0.11723,0.034628,0.23011,111.89,153.08,1.2896
217.06,110.43,0.020715,0.2261,0.35479,0.034362,0.023037,35,0.0033308,0.034764,0.28158,0.12279,0.1995,51.233,76.63,8.6287
258.39,167.73,0.0072449,0.24592,0.39676,0.010844,0.027758,39,0.0041735,0.17733,0.12221,0.082178,0.28317,83.695,113.93,4.155
380.28,313.49,0.016798,0.09345,0.52894,0.02428,0.024659,10,0.0018845,0.058598,0.22769,0.06116,0.090213,103.18,147.68,3.0477
290.91,93.216,0.015688,0.10086,0.51451,0.013896,0.042147,12,0.0061983,0.055829,0.18122,0.060097,0.37797,115.9,149.93,3.7864
344.96,219.57,0.023273,0.22192,0.23632,0.015257,0.021272,23,0.0040524,0.087108,0.16787,0.16892,0.11219,88.232,128.59,4.5076
235.52,165.42,0.010174,0.22704,0.36088,0.014087,0.0489,32,0.0046107,0.091033,0.29416,0.18448,0.14751,75.068,102.62,4.5808
194.77,120.53,0.02491,0.173,0.15553,0.025089,0.023116,11,0.0061202,0.14175,0.078127,0.060135,0.087299,72.716,95.504,2.7729
105.65,68.694,0.020163,0.18863,0.25899,0.037377,0.037175,21,0.0046926,0.14124,0.059349,0.06652,0.20273,36.887,49.249,5.4892
325.27,200.49,0.0077041,0.28523,0.29779,0.036999,0.028,46,0.0049857,0.064454,0.1823,0.22038,0.15033,72.181,110.24,8.9957
270.63,87.898,0.023595,0.27854,0.46132,0.028455,0.034761,18,0.013398,0.11544,0.17365,0.049673,0.32717,58.73,90.393,17.089
368.74,208.81,0.0053551,0.26212,0.22496,0.015953,0.028515,31,0.0017052,0.057842,0.056931,0.13219,0.16607,124.93,168.08,1.7204
327.72,163.73,0.011863,0.13438,0.50311,0.010099,0.026039,36,0.0013845,0.075541,0.20561,0.066231,0.092351,82.121,120.46,3.0523
328.47,138.68,0.019329,0.10945,0.27666,0.016818,0.021094,48,0.0012234,0.070332,0.072907,0.066489,0.20615,75.764,114.19,2.4703
251.3,160.48,0.0059897,0.22213,0.38352,0.017795,0.039943,26,0.0045945,0.19121,0.08102,0.10894,0.065679,92.442,121.84,3.8837
397.12,384.44,0.026289,0.14675,0.36473,0.014505,0.04563,37,0.0018756,0.0396,0.29573,0.11556,0.072817,104.93,151.39,4.9935
243.27,165.29,0.024564,0.13864,0.23118,0.029693,0.048725,36,0.0018009,0.097323,0.16843,0.033993,0.10333,52.445,80.907,3.5304
121.84,86.932,0.021751,0.21507,0.25923,0.021997,0.047238,40,0.0026234,0.15761,0.19731,0.14939,0.057927,40.836,55.092,5.1945
182.52,69.55,0.01564,0.27275,0.39153,0.017594,0.028411,24,0.0088921,0.1816,0.32371,0.063462,0.067688,58.731,80.085,8.8344
328.78,206.61,0.015451,0.18058,0.3077,0.031455,0.033793,32,0.0043108,0.088558,0.08173,0.045954,0.25347,72.056,110.52,6.1766
307.33,148.08,0.024803,0.25692,0.17771,0.03415,0.027617,47,0.0014556,0.069305,0.0582,0.18964,0.1221,50.987,86.944,4.5342
319.62,170.8,0.020673,0.28707,0.47411,0.032889,0.021621,43,0.0017224,0.045386,0.16544,0.21952,0.17923,53.965,91.36,11.121
380.16,274.94,0.029719,0.13991,0.2554,0.037116,0.026897,15,0.0061225,0.04636,0.19008,0.043519,0.054814,80.25,124.73,5.421
351.62,193.73,0.020362,0.10462,0.36572,0.015342,0.036931,18,0.0019863,0.032313,0.23996,0.037297,0.111,97.795,138.93,2.7977
183.39,53.929,0.02779,0.16151,0.22406,0.037445,0.024042,20,0.0031746,0.11713,0.16577,0.037743,0.075745,44.498,65.955,4.4076
385.48,214.4,0.025563,0.12477,0.4227,0.033201,0.040986,10,0.0041244,0.057872,0.30907,0.091194,0.18905,85.681,130.78,5.4062
301.07,82.453,0.0065524,0.23738,0.48973,0.034278,0.044715,27,0.0069726,0.15631,0.35816,0.032759,0.16384,75.296,110.52,10.894
388.49,317.95,0.0091971,0.28191,0.46319,0.027135,0.046478,29,0.0032076,0.22403,0.18097,0.1012,0.35888,87.589,133.04,6.8056
201.96,115.07,0.0085974,0.087936,0.47517,0.012376,0.033994,43,0.0010141,0.041693,0.33226,0.035449,0.068287,82.378,106.01,1.8147
299.95,68.633,0.010832,0.25262,0.41381,0.018781,0.049971,40,0.0024734,0.053138,0.28229,0.11697,0.25919,68.362,103.46,5.4889
244.97,201.38,0.020524,0.25863,0.31821,0.0298,0.040214,28,0.0020365,0.2152,0.25453,0.10315,0.23529,59.498,88.159,6.3761
351.4,134.96,0.0089651,0.30365,0.16032,0.022718,0.022708,18,0.013137,0.034322,0.062963,0.22641,0.056142,117.97,159.08,3.9101
294.44,150.46,0.018243,0.13695,0.23035,0.025993,0.045906,41,0.002339,0.049251,0.1731,0.056429,0.056679,72.723,107.17,3.3074
398.46,80.048,0.025745,0.30411,0.29793,0.036912,0.020005,25,0.0070325,0.15011,0.12604,0.055087,0.1967,56.216,102.84,11.925
238.57,84.279,0.0091783,0.084001,0.29381,0.020462,0.027531,12,0.004928,0.052542,0.10446,0.043853,0.21243,81.389,109.3,1.7239
119.83,99.236,0.01603,0.24124,0.20701,0.02412,0.0357,36,0.0016968,0.19609,0.10813,0.094816,0.094895,40.65,54.67,3.3405
383.16,240.73,0.013676,0.20711,0.45516,0.032554,0.022337,42,0.0031641,0.073326,0.088969,0.032873,0.27755,66.049,110.88,9.1022
321.25,266.66,0.012211,0.26062,0.28423,0.010777,0.046058,25,0.0010181,0.18179,0.067458,0.071798,0.21862,92.067,129.65,3.0083
206.87,175.09,0.020773,0.24916,0.43692,0.01513,0.035037,22,0.010148,0.04734,0.20143,0.035639,0.3796,120.7,144.9,10.446
235.26,205.52,0.02909,0.21372,0.20955,0.031208,0.0368,39,0.0041263,0.16379,0.13653,0.05122,0.14839,54.594,82.119,6.6638
205.39,61.773,0.015899,0.14629,0.34989,0.012872,0.02021,31,0.0034272,0.089162,0.10548,0.042089,0.28882,70.254,94.285,3.6924
388.03,104.11,0.012688,0.16326,0.3981,0.027014,0.028227,12,0.011178,0.08155,0.1314,0.066033,0.25293,85.559,130.96,6.3755
236.74,187.7,0.022486,0.25634,0.33181,0.016221,0.024917,14,0.0066588,0.058425,0.14309,0.20847,0.20988,74.543,102.24,6.8743
324.78,280.95,0.0072198,0.091738,0.40965,0.019093,0.022642,26,0.0015778,0.058445,0.35517,0.049236,0.060529,100.23,138.23,1.7513
261.46,199.96,0.0097405,0.19049,0.3508,0.021534,0.027567,31,0.0039218,0.10739,0.12766,0.14249,0.23791,68.595,99.186,4.4912
177.29,157.36,0.010221,0.24879,0.17582,0.010746,0.029118,18,0.0079294,0.058912,0.066839,0.17508,0.059459,87.6,108.34,2.2908
137.68,67.367,0.0074782,0.29515,0.45951,0.025431,0.044956,39,0.0042088,0.095075,0.25714,0.1007,0.40176,46.558,62.667,8.3238
192.25,110.11,0.0078984,0.13373,0.46078,0.03253,0.023295,48,0.0016058,0.057699,0.095998,0.061301,0.37671,47.102,69.595,4.6369
283.67,270.34,0.0090695,0.288,0.31876,0.025452,0.033093,49,0.0032384,0.14421,0.14546,0.032537,0.18392,75.953,109.14,6.1304
329.29,133.7,0.023021,0.12664,0.3394,0.036891,0.035314,30,0.0019068,0.085548,0.14858,0.067675,0.25647,53.33,91.857,4.8085
133.81,133.52,0.017264,0.18054,0.37549,0.026247,0.040853,48,0.0012362,0.07349,0.10557,0.062446,0.21442,39.101,54.756,4.993
311.42,282.6,0.014529,0.088175,0.36308,0.012954,0.03352,42,0.0010895,0.036085,0.1973,0.04191,0.074589,119.78,156.22,1.9894
180.32,57.537,0.024049,0.18912,0.46352,0.021715,0.020174,27,0.0012835,0.084293,0.37948,0.066494,0.26334,44.55,65.647,6.8879
159.72,59.575,0.016546,0.25351,0.27,0.017373,0.02715,49,0.0025751,0.10531,0.17495,0.21598,0.088127,42.288,60.975,5.0114
